Age,Gender,Annual Income,Monthly Income,Employment Type,Job Experience,Loan Amount,Loan Term,Credit Score,Existing Loans,Debt To Income Ratio,Number of Dependents,Education,Home Ownership,Marital Status,Loan Purpose,Previous Defaults,Savings Balance,Current Balance,EMI,Loan Default
29,Female,130307.69,10858.97,Salaried,6,42906.17,12,653,0,0.3529,0,Bachelor,Rent,Married,Education,0,30527.47,13031.66,3832.26,0
62,Female,247761.09,20646.76,Self-Employed,39,568014.81,36,658,1,0.9333,0,Bachelor,Own,Single,Home,0,28642.63,14097.22,19138.66,0
48,Female,74383.33,6198.61,Salaried,15,100448.22,60,590,0,0.3687,1,High School,Mortgage,Married,Home,0,29940.91,8197.62,2285.51,0
31,Female,10404.78,867.06,Unemployed,0,7482.87,24,485,0,0.4309,0,High School,Mortgage,Divorced,Personal,0,5173.03,6973.96,373.58,1
34,Female,80241.44,6686.79,Salaried,1,116402.61,48,677,2,0.5403,3,Master,Rent,Single,Home,0,37122.91,14942.78,2896.68,0
59,Male,168578.42,14048.2,Salaried,23,445045.17,48,670,0,0.8499,0,Bachelor,Mortgage,Single,Home,0,0.0,3572.96,11939.45,0
67,Male,63916.5,5326.38,Salaried,27,12463.86,48,728,0,0.0582,3,High School,Rent,Divorced,Personal,0,9143.66,4354.43,310.16,0
39,Male,191207.48,15933.96,Salaried,10,388176.34,24,650,1,1.1803,3,Master,Mortgage,Single,Home,0,33691.31,22631.94,18454.61,0
35,Male,9294.33,774.53,Unemployed,0,2721.85,36,540,2,0.5996,1,High School,Rent,Divorced,Personal,0,3371.71,1998.27,98.4,1
48,Male,32628.39,2719.03,Self-Employed,0,67692.38,12,591,0,1.5,1,High School,Rent,Single,Home,0,9989.58,3218.93,6046.1,1
44,Male,41706.77,3475.56,Self-Employed,15,14826.06,24,619,0,0.2028,0,High School,Own,Single,Education,1,15405.31,8682.07,704.86,0
28,Male,8898.68,741.56,Student,0,2000.0,24,765,0,0.1195,4,Bachelor,Rent,Single,Education,0,3652.98,1512.94,88.64,0
63,Male,141032.71,11752.73,Salaried,35,40748.22,48,698,0,0.0863,2,High School,Mortgage,Single,Education,0,36767.92,19859.05,1014.02,0
29,Female,72832.71,6069.39,Salaried,6,33704.09,36,653,0,0.1871,4,Bachelor,Rent,Single,Education,0,35239.55,13900.57,1135.62,0
67,Male,11732.55,977.71,Unemployed,0,2959.03,36,632,0,0.102,1,Master,Rent,Single,Auto,0,4627.74,2315.73,99.7,0
53,Female,86080.88,7173.41,Salaried,5,130844.08,36,759,0,0.5549,3,High School,Rent,Single,Business,0,39836.76,20698.78,3980.53,0
53,Female,158103.43,13175.29,Salaried,23,30466.85,36,725,1,0.1035,1,Bachelor,Own,Single,Auto,0,63345.15,20777.8,968.84,0
39,Male,73403.92,6116.99,Salaried,5,119487.65,36,675,1,0.6444,3,Bachelor,Own,Married,Business,1,5969.69,4080.97,3799.68,0
23,Female,108909.0,9075.75,Salaried,1,76712.26,36,648,0,0.2848,0,Bachelor,Rent,Married,Auto,0,36121.85,18172.68,2584.74,0
30,Female,156416.5,13034.71,Self-Employed,5,50137.7,36,619,0,0.1296,1,Master,Mortgage,Divorced,Auto,0,9146.23,3561.49,1689.34,0
60,Male,59787.74,4982.31,Salaried,9,12877.94,36,607,1,0.1508,2,Bachelor,Mortgage,Married,Education,0,35198.13,20184.07,433.91,0
67,Male,89821.7,7485.14,Salaried,21,29017.94,24,692,1,0.2112,2,High School,Rent,Divorced,Education,0,19619.34,11629.51,1325.68,0
62,Male,208851.3,17404.27,Salaried,22,98596.01,36,825,1,0.1846,1,Bachelor,Rent,Single,Education,0,5619.21,3957.73,2999.48,0
21,Male,47695.27,3974.61,Salaried,0,93162.18,60,744,3,0.6927,2,High School,Mortgage,Single,Home,0,18579.82,2958.94,1933.89,0
49,Male,11329.08,944.09,Unemployed,0,33337.1,24,548,1,1.5,0,Bachelor,Mortgage,Single,Home,1,9969.63,6143.48,1664.32,1
54,Female,85682.78,7140.23,Salaried,4,269744.78,12,649,1,1.5,1,High School,Rent,Married,Home,0,28566.01,9997.81,24092.87,1
33,Female,63889.87,5324.16,Salaried,11,37747.01,48,789,0,0.1665,1,High School,Mortgage,Divorced,Education,0,5253.07,1814.18,886.49,0
21,Female,109841.89,9153.49,Salaried,0,66559.41,36,590,1,0.2764,0,Bachelor,Own,Married,Personal,1,42029.95,20471.51,2242.65,0
54,Male,42104.08,3508.67,Salaried,8,16195.19,60,616,1,0.1442,2,High School,Rent,Single,Auto,0,24872.97,7837.4,368.49,0
49,Male,61391.11,5115.93,Salaried,6,42199.65,48,652,0,0.2213,0,Bachelor,Rent,Married,Auto,0,35571.76,11596.24,1132.11,0
68,Male,105609.9,8800.82,Self-Employed,43,54851.01,48,687,0,0.1551,0,High School,Own,Single,Education,0,33768.53,7768.16,1364.97,0
67,Male,201251.69,16770.97,Salaried,27,148084.94,12,759,0,0.76,1,Master,Rent,Married,Auto,0,86292.01,18065.69,12745.14,0
33,Male,44947.64,3745.64,Salaried,8,13659.24,48,613,0,0.0978,3,High School,Mortgage,Married,Personal,1,27506.5,6473.14,366.44,0
68,Female,225167.62,18763.97,Self-Employed,42,414795.13,24,746,3,1.0614,1,Master,Mortgage,Single,Home,0,0.0,1340.61,18949.81,0
69,Male,112279.48,9356.62,Self-Employed,37,281314.92,12,660,0,1.5,2,Bachelor,Rent,Single,Home,0,26390.78,11665.49,25126.28,1
49,Female,142291.24,11857.6,Salaried,26,550839.43,24,688,0,1.5,1,Bachelor,Rent,Married,Home,0,14115.8,5429.04,25164.96,1
59,Male,127437.93,10619.83,Salaried,23,447449.26,48,804,0,0.9895,2,High School,Mortgage,Married,Home,0,29973.38,17478.51,10508.36,0
44,Female,114980.62,9581.72,Salaried,10,396060.11,48,801,3,1.0762,0,Bachelor,Rent,Single,Home,0,59176.79,18860.94,9301.48,0
46,Female,137566.71,11463.89,Salaried,10,269249.98,36,736,0,0.7469,2,Bachelor,Own,Married,Business,0,70426.43,37782.4,8562.08,0
37,Female,72471.25,6039.27,Salaried,13,54198.79,36,700,0,0.2854,1,Bachelor,Mortgage,Divorced,Auto,0,35122.39,8198.66,1723.51,0
27,Male,70155.99,5846.33,Salaried,1,23075.43,36,571,0,0.1427,1,Bachelor,Rent,Single,Auto,0,8604.52,5832.21,834.23,0
33,Female,42067.21,3505.6,Salaried,1,62083.02,36,771,1,0.6134,0,Bachelor,Rent,Single,Business,0,21822.55,3661.69,1888.69,0
25,Female,75688.18,6307.35,Self-Employed,4,52536.44,36,640,1,0.3248,3,Bachelor,Mortgage,Married,Personal,0,35472.37,7723.38,1770.16,0
46,Female,84701.83,7058.49,Self-Employed,13,334607.42,48,673,0,1.1797,2,High School,Mortgage,Married,Home,0,23651.14,14355.99,8326.72,0
69,Female,96198.23,8016.52,Salaried,20,54336.59,24,726,0,0.3097,3,High School,Mortgage,Single,Personal,0,37480.19,6584.85,2482.35,0
23,Female,43705.17,3642.1,Salaried,1,133360.96,24,654,0,1.5,0,Bachelor,Rent,Single,Home,0,24494.25,8565.73,6340.22,1
27,Male,29227.09,2435.59,Salaried,1,6377.09,24,521,2,0.4239,0,High School,Mortgage,Single,Education,1,21334.51,4477.24,318.37,1
69,Female,67625.67,5635.47,Salaried,17,116838.66,24,684,3,1.0591,0,High School,Own,Married,Home,0,1177.55,2975.39,5337.74,0
59,Female,127139.92,10594.99,Salaried,25,284750.62,60,696,1,0.5729,1,High School,Mortgage,Single,Home,0,11523.24,4725.13,5910.95,0
21,Male,26028.84,2169.07,Self-Employed,0,12767.38,24,580,2,0.4185,2,High School,Rent,Married,Personal,1,15658.18,7423.18,637.4,0
69,Male,147302.4,12275.2,Salaried,19,91555.01,48,711,4,0.2746,0,Bachelor,Own,Divorced,Auto,0,20895.94,4471.99,2278.35,0
37,Male,67686.47,5640.54,Salaried,8,35225.14,36,616,1,0.2473,0,Bachelor,Rent,Divorced,Auto,1,3471.97,2405.85,1186.87,0
63,Female,346635.9,28886.32,Salaried,35,99280.03,48,712,0,0.0855,0,Master,Mortgage,Married,Education,0,32297.51,12188.46,2470.59,0
45,Male,114416.49,9534.71,Self-Employed,16,95444.32,36,648,0,0.3373,2,Bachelor,Own,Married,Education,1,27445.17,13425.93,3215.9,0
23,Male,54788.39,4565.7,Self-Employed,0,173528.6,12,636,1,1.5,0,Master,Mortgage,Married,Home,0,13946.29,4173.35,15499.1,1
35,Male,94663.8,7888.65,Self-Employed,1,181786.59,24,760,0,1.0213,4,Bachelor,Mortgage,Married,Business,0,36673.09,23581.05,8056.89,0
49,Female,149660.63,12471.72,Salaried,13,35465.79,60,736,1,0.0866,0,Master,Own,Married,Education,1,43051.11,13073.42,736.21,0
63,Male,314922.81,26243.57,Self-Employed,32,174040.87,24,667,0,0.3153,2,Master,Mortgage,Single,Education,0,57827.32,27365.69,8274.22,0
52,Female,8518.25,709.85,Unemployed,0,4947.24,24,701,4,1.4252,1,Bachelor,Rent,Single,Education,0,7411.65,3713.34,226.01,1
46,Male,168146.12,14012.18,Salaried,22,65985.78,60,648,0,0.1071,0,Bachelor,Rent,Divorced,Personal,0,74216.1,29230.83,1501.38,0
36,Female,78570.11,6547.51,Salaried,6,251261.48,60,716,2,0.8787,2,High School,Rent,Divorced,Home,0,36302.36,8512.18,5215.78,0
45,Female,51539.84,4294.99,Self-Employed,3,61825.15,24,716,2,0.7049,1,High School,Mortgage,Married,Business,0,15968.16,5133.39,2824.47,0
48,Male,9925.47,827.12,Unemployed,0,8220.68,36,494,2,0.8419,2,PhD,Rent,Divorced,Personal,2,7544.61,6772.7,297.2,1
29,Male,5506.23,458.85,Student,0,13456.4,24,640,3,1.5,2,PhD,Own,Married,Home,0,4880.73,2577.65,639.74,1
21,Female,94914.56,7909.55,Salaried,0,30206.11,36,633,2,0.2033,0,Bachelor,Rent,Married,Personal,0,15108.97,8391.95,1017.76,0
49,Male,11363.08,946.92,Student,0,6498.26,24,705,0,0.3135,2,Master,Mortgage,Single,Auto,0,12638.63,7202.58,296.87,0
42,Male,140799.79,11733.32,Salaried,8,19192.6,36,677,0,0.052,2,Master,Own,Married,Education,0,38987.59,11612.82,610.32,0
36,Female,66270.2,5522.52,Salaried,2,74484.31,12,650,1,1.2623,2,Bachelor,Mortgage,Married,Business,0,9981.12,7271.23,6652.74,0
61,Female,6141.13,511.76,Student,0,22099.12,24,606,0,1.5,1,Bachelor,Rent,Divorced,Home,0,9273.11,4063.58,1050.63,1
64,Female,8472.01,706.0,Unemployed,0,10614.2,48,683,3,1.5,0,Bachelor,Own,Married,Business,0,9560.05,6534.82,264.13,1
61,Male,177815.78,14817.98,Self-Employed,36,147498.77,36,654,2,0.3822,0,Bachelor,Rent,Married,Education,0,27046.0,6716.07,4969.82,0
27,Male,4178.45,348.2,Unemployed,0,2000.0,60,507,2,0.6728,3,High School,Rent,Married,Auto,0,4948.36,2673.69,50.79,1
34,Male,47272.9,3939.41,Self-Employed,4,19938.38,24,621,0,0.2406,3,Bachelor,Rent,Single,Education,0,20569.98,9114.46,947.91,0
49,Female,149582.18,12465.18,Salaried,23,225054.63,60,703,0,0.3748,1,Bachelor,Mortgage,Single,Home,0,37608.99,11491.56,4671.76,0
39,Female,3262.96,271.91,Unemployed,0,2347.68,48,575,1,0.6435,0,Bachelor,Mortgage,Married,Auto,0,1939.08,1828.75,68.96,1
39,Female,14294.19,1191.18,Student,0,2084.24,48,567,1,0.2083,2,Master,Rent,Single,Personal,0,7929.6,4107.57,61.22,1
22,Male,50749.28,4229.11,Salaried,1,180692.86,36,659,2,1.5,2,Bachelor,Own,Married,Home,0,590.05,1826.3,6088.26,1
61,Female,59586.84,4965.57,Salaried,31,5698.16,36,635,1,0.1006,2,High School,Rent,Single,Education,1,2576.87,3205.03,191.99,0
65,Male,182891.4,15240.95,Salaried,35,391961.19,24,671,0,1.1749,0,Master,Rent,Single,Home,0,82284.89,39696.95,17906.65,0
35,Male,50621.75,4218.48,Self-Employed,0,13641.74,60,596,2,0.1609,0,Bachelor,Mortgage,Single,Personal,1,13790.23,8085.42,310.39,0
23,Female,69726.86,5810.57,Self-Employed,2,32906.08,24,716,1,0.3157,0,High School,Mortgage,Single,Auto,0,28756.89,6878.48,1503.31,0
31,Male,7893.43,657.79,Student,0,2000.0,36,660,3,1.4747,0,Bachelor,Rent,Single,Auto,0,3004.87,3587.44,67.39,1
66,Female,96136.03,8011.34,Salaried,18,253003.07,36,724,0,1.0043,2,Bachelor,Rent,Divorced,Home,0,23136.63,11731.8,8045.43,0
50,Female,179377.01,14948.08,Self-Employed,5,60108.59,24,689,1,0.1978,1,Master,Mortgage,Single,Education,0,79222.05,18097.73,2746.05,0
60,Female,3500.62,291.72,Unemployed,0,8983.98,24,671,1,1.4602,2,Bachelor,Mortgage,Divorced,Home,1,4948.7,3776.29,410.43,1
38,Female,29249.93,2437.49,Salaried,0,84034.16,24,552,4,1.5,0,High School,Rent,Divorced,Home,0,7591.72,3257.56,4195.33,1
68,Female,120843.62,10070.3,Salaried,25,391379.12,48,713,2,1.0054,1,Bachelor,Rent,Divorced,Home,0,39499.02,21163.45,9739.49,0
22,Female,94129.39,7844.12,Salaried,1,90808.58,12,630,0,1.034,1,Master,Rent,Married,Education,0,33524.94,13141.11,8110.77,0
52,Male,204188.72,17015.73,Self-Employed,29,440782.59,36,633,0,0.8728,0,Bachelor,Mortgage,Married,Home,0,37576.74,12655.97,14851.71,0
28,Male,168831.49,14069.29,Self-Employed,4,106474.97,60,587,0,0.1722,1,Master,Rent,Single,Auto,0,0.0,492.06,2422.63,0
42,Female,68238.57,5686.55,Self-Employed,2,35812.39,36,525,2,0.3475,1,High School,Rent,Single,Personal,1,12277.88,7120.4,1294.7,1
26,Female,127570.4,10630.87,Salaried,1,33742.0,36,633,1,0.1433,3,Master,Rent,Divorced,Auto,0,19811.25,11122.9,1136.9,0
32,Female,134230.31,11185.86,Salaried,5,26483.64,36,679,2,0.1274,0,Bachelor,Rent,Single,Education,0,42451.81,12374.07,842.17,0
67,Male,239153.75,19929.48,Self-Employed,38,210891.57,12,694,0,0.9254,2,Bachelor,Mortgage,Divorced,Auto,1,93437.48,12161.33,18442.78,0
60,Male,99767.18,8313.93,Salaried,27,284531.6,36,671,0,1.0883,4,Bachelor,Rent,Married,Home,0,18581.74,12260.84,9048.03,0
56,Male,99999.09,8333.26,Salaried,1,151023.95,12,722,1,1.5,2,Master,Rent,Married,Business,0,34826.25,16019.28,13207.27,0
35,Female,105367.99,8780.67,Salaried,10,315344.96,24,699,4,1.5,2,Bachelor,Rent,Single,Home,0,32885.4,16692.15,14406.45,0
48,Female,128769.65,10730.8,Salaried,15,83998.43,24,671,1,0.3853,0,Master,Mortgage,Married,Education,0,38520.24,15874.2,3837.45,0
69,Female,121562.4,10130.2,Self-Employed,36,480223.51,48,703,0,1.1797,1,Bachelor,Mortgage,Married,Home,0,31990.2,12665.33,11950.38,0
65,Male,121174.05,10097.84,Self-Employed,25,99483.41,36,706,0,0.3133,2,High School,Rent,Married,Personal,0,38240.8,11196.11,3163.55,0
38,Male,95631.84,7969.32,Salaried,16,19207.85,24,647,0,0.1146,1,Bachelor,Rent,Married,Personal,0,49090.28,9911.52,913.18,0
22,Female,84349.12,7029.09,Self-Employed,0,32074.72,36,650,0,0.1537,0,Bachelor,Mortgage,Single,Auto,0,44122.52,16581.2,1080.72,0
33,Female,61694.23,5141.19,Salaried,0,245783.35,36,598,0,1.5,3,Bachelor,Rent,Single,Home,0,3472.92,3510.29,8281.41,1
65,Male,181122.54,15093.54,Salaried,35,706134.87,24,645,1,1.5,1,Bachelor,Rent,Single,Home,0,0.0,721.31,33570.94,1
35,Female,5370.53,447.54,Unemployed,0,2000.0,24,578,1,0.5318,4,Bachelor,Mortgage,Single,Auto,0,10094.8,7529.63,99.85,1
40,Male,160469.49,13372.46,Salaried,19,309107.59,48,747,0,0.5752,1,Master,Mortgage,Single,Home,0,30413.88,19865.76,7692.16,0
49,Female,108421.85,9035.15,Salaried,19,119023.73,36,695,2,0.4557,2,High School,Mortgage,Single,Business,0,25252.09,13846.5,3784.92,0
62,Female,203422.26,16951.86,Self-Employed,24,707542.6,48,675,0,1.0387,2,Bachelor,Mortgage,Married,Home,0,39164.95,24425.09,17607.23,0
49,Female,197714.16,16476.18,Salaried,24,354536.28,12,609,1,1.5,2,Master,Own,Married,Home,0,90813.44,35536.97,31666.21,0
23,Female,83268.83,6939.07,Salaried,0,23785.54,36,716,1,0.1252,0,Bachelor,Mortgage,Single,Personal,0,27042.53,8735.76,756.37,0
39,Male,143263.03,11938.59,Salaried,10,48833.34,24,730,2,0.2128,0,Bachelor,Rent,Married,Auto,0,30107.29,13817.32,2230.94,0
23,Female,6432.22,536.02,Student,0,2000.0,12,542,1,0.6579,1,Bachelor,Mortgage,Married,Auto,1,7136.01,5417.81,183.36,1
34,Female,57611.22,4800.94,Salaried,4,16342.57,36,742,0,0.1082,3,Bachelor,Mortgage,Married,Auto,0,30956.38,20416.77,519.69,0
60,Female,77331.33,6444.28,Salaried,20,44835.16,24,672,0,0.3178,1,High School,Rent,Married,Auto,0,9283.02,5964.88,2048.28,0
24,Female,63107.33,5258.94,Self-Employed,1,21942.76,36,636,0,0.1406,0,Bachelor,Rent,Single,Auto,0,0.0,3625.38,739.34,0
31,Male,11863.74,988.64,Unemployed,0,2967.29,24,679,2,0.5115,0,PhD,Rent,Single,Auto,0,8105.29,4735.55,135.56,0
51,Female,146844.69,12237.06,Salaried,21,26142.56,48,624,1,0.068,1,Bachelor,Rent,Single,Education,0,78702.72,28913.91,701.34,0
63,Female,118773.17,9897.76,Salaried,33,223908.03,48,718,3,0.6799,1,High School,Rent,Single,Home,0,50918.97,20011.27,5571.96,0
52,Male,110029.3,9169.11,Salaried,9,170372.49,24,654,0,0.8834,4,Bachelor,Mortgage,Married,Home,0,21181.01,9179.75,8099.82,0
47,Female,152642.14,12720.18,Salaried,12,29133.31,24,588,0,0.1089,1,Bachelor,Own,Divorced,Personal,0,5284.62,1629.77,1385.05,0
50,Male,43125.77,3593.81,Salaried,4,60538.63,24,665,0,0.8009,0,High School,Rent,Single,Home,0,15833.13,8954.35,2878.12,0
63,Male,141535.42,11794.62,Salaried,10,142801.67,24,639,0,0.5756,1,Master,Rent,Married,Business,0,66115.99,40748.47,6789.05,0
22,Male,38548.16,3212.35,Salaried,0,25338.31,36,658,2,0.4747,2,High School,Own,Married,Education,0,19702.77,4770.93,853.75,0
69,Female,363683.67,30306.97,Salaried,46,330233.9,48,802,0,0.2559,1,Master,Rent,Single,Business,0,85418.54,38053.98,7755.55,0
29,Female,111109.03,9259.09,Salaried,4,78238.61,60,664,0,0.1923,0,Bachelor,Rent,Divorced,Business,0,43408.97,18882.81,1780.17,0
48,Female,11574.3,964.52,Unemployed,0,2000.0,24,531,0,0.1035,0,Bachelor,Rent,Single,Auto,1,8079.31,6796.23,99.85,1
51,Female,124980.51,10415.04,Salaried,19,259649.11,48,628,1,0.6794,2,Bachelor,Rent,Divorced,Home,0,31623.08,15663.5,6965.74,0
54,Male,44788.27,3732.36,Salaried,9,86197.59,24,737,0,1.0551,0,High School,Mortgage,Single,Business,0,17427.67,11176.65,3937.91,0
35,Male,155001.61,12916.8,Self-Employed,12,105275.74,36,720,1,0.2871,0,Bachelor,Own,Single,Personal,0,31143.58,19838.73,3347.74,0
68,Male,180778.34,15064.86,Salaried,1,421911.41,36,758,0,0.852,0,PhD,Mortgage,Married,Home,0,49439.35,22548.68,12835.36,0
45,Female,55100.22,4591.69,Salaried,0,107264.92,36,543,0,0.8445,3,Bachelor,Own,Divorced,Home,2,18767.09,7865.18,3877.88,1
56,Female,102467.62,8538.97,Self-Employed,19,135544.09,24,612,0,0.7547,0,Bachelor,Rent,Single,Business,1,4759.93,2513.37,6444.01,0
28,Male,126079.19,10506.6,Salaried,6,16461.2,12,689,2,0.163,2,PhD,Mortgage,Married,Education,0,36251.09,22459.96,1439.56,0
29,Female,47587.5,3965.62,Salaried,0,39090.15,48,812,1,0.2782,1,High School,Rent,Married,Auto,0,5294.38,5250.02,918.03,0
57,Female,10290.43,857.54,Unemployed,0,4554.38,36,483,0,0.192,1,High School,Rent,Single,Education,1,10677.34,4982.59,164.65,1
68,Male,36084.71,3007.06,Salaried,3,24650.9,24,777,0,0.3633,2,High School,Rent,Married,Personal,0,1385.65,4246.35,1092.54,0
65,Female,140445.74,11703.81,Self-Employed,14,615665.72,36,647,0,1.5,1,Bachelor,Own,Married,Home,1,70388.78,23078.2,20744.21,1
59,Female,184204.85,15350.4,Self-Employed,29,529899.22,48,659,0,0.9261,1,Master,Mortgage,Single,Home,1,91905.8,34659.59,14215.87,1
52,Female,62609.68,5217.47,Salaried,5,12065.68,36,695,1,0.1047,0,Bachelor,Rent,Married,Education,0,18095.63,4713.4,383.69,0
37,Male,100612.62,8384.38,Self-Employed,5,38443.33,36,708,0,0.1458,1,Master,Rent,Divorced,Education,0,16762.56,10577.99,1222.49,0
55,Female,10332.76,861.06,Student,0,5765.01,24,696,0,0.3059,3,Bachelor,Mortgage,Married,Business,0,5352.21,3648.3,263.37,0
57,Female,106606.05,8883.84,Salaried,0,208096.56,24,681,1,1.105,3,Bachelor,Own,Divorced,Home,0,4348.82,6243.73,9506.84,0
39,Male,69952.65,5829.39,Self-Employed,6,142810.66,12,625,0,1.5,2,High School,Mortgage,Single,Home,0,4702.28,4549.73,12755.46,1
64,Female,128421.41,10701.78,Salaried,4,62733.77,24,726,0,0.2678,3,Master,Rent,Single,Auto,0,26257.68,15268.81,2865.98,0
49,Male,56004.18,4667.02,Salaried,21,37623.29,24,700,0,0.3683,4,High School,Rent,Divorced,Education,0,22241.51,7825.98,1718.81,0
27,Female,43485.07,3623.76,Salaried,0,82468.61,60,609,0,0.5178,2,Bachelor,Rent,Divorced,Home,0,10340.89,5822.24,1876.41,0
48,Female,58540.11,4878.34,Salaried,6,212471.98,12,751,0,1.5,1,Bachelor,Rent,Single,Home,0,26391.85,8923.07,18286.7,0
29,Female,33350.56,2779.21,Salaried,3,78495.28,60,776,0,0.546,1,High School,Rent,Single,Home,0,16325.76,4977.16,1517.53,0
48,Male,87185.52,7265.46,Salaried,2,232132.6,12,725,0,1.5,3,Bachelor,Rent,Married,Home,0,0.0,1943.34,20300.34,1
26,Male,9526.15,793.85,Student,0,28112.96,36,649,0,1.1932,2,High School,Mortgage,Single,Home,0,3997.53,5089.62,947.24,1
49,Male,72718.86,6059.9,Salaried,11,258163.02,24,773,1,1.5,2,Master,Own,Single,Home,0,24359.56,13553.99,11441.94,0
37,Male,99574.8,8297.9,Salaried,14,48077.53,36,701,2,0.216,0,Bachelor,Own,Married,Personal,0,6587.06,4534.41,1528.85,0
36,Male,52698.59,4391.55,Salaried,3,35339.41,48,643,1,0.2414,0,Bachelor,Mortgage,Divorced,Auto,0,19210.27,6672.08,948.07,0
43,Female,14881.19,1240.1,Student,0,3408.45,12,778,0,0.2366,0,Bachelor,Rent,Married,Personal,0,7149.84,4069.62,293.35,0
51,Male,95055.6,7921.3,Salaried,8,240607.23,60,704,0,0.6305,0,Bachelor,Rent,Married,Home,0,37672.06,12809.74,4994.61,0
23,Female,92612.66,7717.72,Self-Employed,0,138120.32,24,640,2,0.8935,3,Master,Own,Single,Home,1,12358.62,5712.68,6566.49,1
41,Male,82380.55,6865.05,Self-Employed,11,114324.04,36,710,0,0.5296,0,High School,Rent,Married,Business,0,34927.94,9477.97,3635.47,0
46,Female,49711.42,4142.62,Salaried,4,42568.23,60,729,2,0.3496,1,High School,Rent,Single,Personal,0,10930.13,6358.22,883.65,0
56,Female,75361.91,6280.16,Salaried,6,55820.53,48,658,1,0.2874,0,High School,Rent,Divorced,Personal,1,34266.36,8683.59,1497.53,0
62,Female,309054.63,25754.55,Salaried,30,200812.12,12,749,1,0.6943,0,Master,Rent,Married,Education,0,0.0,2042.23,17561.32,0
57,Female,124862.16,10405.18,Salaried,0,254999.1,36,727,0,0.7793,0,PhD,Rent,Married,Home,0,23055.77,6639.86,8108.9,0
42,Male,92706.92,7725.58,Salaried,10,217572.49,48,726,1,0.7236,4,Bachelor,Rent,Divorced,Home,0,5034.45,5476.66,5414.3,0
62,Male,177810.05,14817.5,Salaried,33,110518.92,48,748,0,0.1856,2,Bachelor,Mortgage,Single,Education,0,36298.38,14782.43,2750.27,0
32,Male,59591.85,4965.99,Salaried,2,31721.76,24,645,0,0.3037,2,High School,Rent,Divorced,Personal,0,32107.12,17838.01,1508.11,0
62,Male,94339.18,7861.6,Salaried,10,11633.91,24,769,1,0.084,3,High School,Rent,Single,Auto,0,3428.72,3634.22,515.62,0
33,Female,67085.96,5590.5,Salaried,0,32535.88,24,644,0,0.2767,4,Bachelor,Rent,Single,Education,0,3494.07,4204.38,1546.82,0
31,Male,27571.57,2297.63,Self-Employed,0,30484.78,36,645,0,0.447,1,High School,Rent,Single,Business,0,3103.41,3183.68,1027.15,0
36,Female,108550.45,9045.87,Salaried,7,27080.2,36,685,0,0.0952,0,Bachelor,Rent,Divorced,Auto,0,1026.95,792.05,861.14,0
28,Male,129358.41,10779.87,Salaried,4,50886.51,60,631,0,0.1074,0,Bachelor,Rent,Divorced,Personal,0,0.0,1199.13,1157.82,0
60,Female,13542.37,1128.53,Student,0,5533.01,24,806,1,0.4937,0,Bachelor,Rent,Single,Personal,0,8916.71,5220.83,245.23,0
60,Female,120792.57,10066.05,Salaried,7,361389.41,48,670,0,0.9632,0,Bachelor,Mortgage,Single,Home,0,411.55,931.3,9695.17,0
65,Male,117711.35,9809.28,Salaried,33,87245.79,12,604,2,0.8728,0,Bachelor,Rent,Divorced,Auto,0,7825.22,3491.19,7792.56,0
22,Male,97392.3,8116.02,Salaried,1,28813.8,24,715,3,0.274,0,Bachelor,Rent,Single,Education,0,32822.82,21444.94,1316.35,0
50,Female,59310.61,4942.55,Self-Employed,26,190270.99,36,646,0,1.2971,3,High School,Own,Married,Home,1,16605.35,7823.51,6410.98,1
50,Female,158032.96,13169.41,Salaried,28,95612.42,24,783,1,0.3495,2,Bachelor,Mortgage,Married,Auto,0,0.0,1024.59,4237.6,0
32,Male,45286.79,3773.9,Salaried,1,33521.78,48,660,0,0.2383,0,High School,Own,Divorced,Auto,0,26955.96,14143.92,899.31,0
30,Male,81506.61,6792.22,Salaried,4,350912.13,48,669,0,1.386,2,High School,Rent,Married,Home,0,28866.82,15363.45,9414.09,0
64,Female,49487.68,4123.97,Salaried,0,87755.82,48,850,0,0.4997,2,Bachelor,Rent,Married,Home,0,17218.12,9401.84,2060.95,0
31,Female,170132.82,14177.74,Salaried,8,143145.97,36,665,0,0.3402,0,Master,Rent,Divorced,Auto,0,74581.1,24436.78,4823.15,0
35,Male,30716.67,2559.72,Self-Employed,3,18554.94,36,653,0,0.2442,2,High School,Mortgage,Single,Education,0,21404.35,5616.99,625.19,0
36,Female,81719.32,6809.94,Salaried,9,40280.44,12,742,0,0.5173,0,High School,Rent,Single,Auto,1,0.0,921.53,3522.58,0
37,Female,55564.47,4630.37,Salaried,10,149561.85,48,691,0,0.8038,0,High School,Rent,Single,Home,0,4864.9,3611.42,3721.85,0
46,Female,185965.09,15497.09,Salaried,17,347024.27,36,681,0,0.7121,1,Bachelor,Mortgage,Divorced,Home,1,74104.03,10593.41,11035.28,0
22,Female,8717.43,726.45,Unemployed,0,5607.9,12,547,4,1.5,1,Bachelor,Mortgage,Married,Auto,2,7768.58,5221.31,514.13,1
32,Female,8089.05,674.09,Student,0,14433.41,12,592,0,1.5,0,High School,Own,Single,Business,0,7153.11,4186.19,1289.15,1
46,Male,120625.45,10052.12,Self-Employed,16,79433.93,24,637,0,0.3757,1,Master,Own,Married,Education,0,15611.06,6577.07,3776.43,0
